,Price (Cr),Location,Area (Marla),Bedrooms,Bathrooms
0,2.1,3.5698529411764706,5.0,4,4
1,5.49,2.9976595744680847,10.0,6,7
2,4.15,2.9976595744680847,10.0,6,7
3,14.9,9.743124363636364,20.0,6,6
4,4.0,2.9976595744680847,10.0,5,6
5,3.5,4.157913669064748,8.0,5,6
6,125.0,15.967727272727274,200.0,10,6
7,22.0,9.743124363636364,40.0,5,6
8,16.2,11.531578947368422,14.0,3,3
9,3.4,3.583207547169811,7.0,5,7
10,13.5,10.208433734939758,10.0,6,6
11,3.4,9.743124363636364,7.0,2,3
12,4.5,7.064183673469388,4.0,3,5
13,1.4,1.4,4.0,5,5
14,29.0,52.91935483870968,22.0,6,6
15,1.0,15.967727272727274,4.3,2,2
16,2.85,4.080263157894737,7.0,5,6
17,0.95,2.1561538461538463,7.1,3,3
18,1.65,2.1561538461538463,6.5,3,3
19,1.55,1.4416666666666667,5.0,6,6
20,1.1,1.4416666666666667,5.0,3,3
21,3.1,2.1561538461538463,9.3,6,7
22,1.6,1.4416666666666667,5.0,6,7
23,1.45,1.525,7.0,3,3
24,0.55,2.4908333333333332,3.8,2,2
25,4.3,2.9976595744680847,10.0,5,6
26,3.85,2.9976595744680847,10.0,5,6
27,11.5,10.208433734939758,10.0,6,7
28,2.4,2.511978787878788,5.0,4,5
29,4.75,4.157913669064748,10.0,5,6
30,3.0,1.9485714285714286,7.0,5,5
31,5.8,18.38326530612245,3.8,1,1
32,9.5,18.38326530612245,8.7,3,3
33,10.9,9.743124363636364,20.0,6,6
34,4.3,4.3,8.0,5,6
35,2.7,3.5698529411764706,8.0,4,6
36,3.5,3.286363636363636,7.0,4,6
37,7.5,3.583207547169811,20.0,6,6
38,0.62,4.195,3.4,2,2
39,7.5,4.080263157894737,20.0,6,6
40,0.55,2.1561538461538463,3.5,2,2
41,3.8,2.4908333333333332,10.0,6,7
42,0.55,2.1561538461538463,2.5,1,1
43,3.9,2.1561538461538463,10.0,6,7
44,2.4,2.1561538461538463,7.0,6,7
45,3.9,2.1561538461538463,9.3,6,7
46,0.58,2.1561538461538463,3.8,2,2
47,1.2,2.511978787878788,6.7,3,3
48,9.95,9.743124363636364,20.0,6,6
49,10.9,9.743124363636364,20.0,5,6
50,10.5,4.157913669064748,20.0,6,6
51,4.85,7.064183673469388,8.0,5,7
52,4.3,10.208433734939758,4.0,4,4
53,13.5,10.208433734939758,10.0,5,6
54,2.35,4.157913669064748,5.0,3,5
55,2.8,2.511978787878788,5.0,4,6
56,3.95,2.511978787878788,8.0,4,5
57,1.35,15.967727272727274,3.3,1,1
58,2.5,3.583207547169811,8.0,3,4
59,2.5,2.584,5.0,3,4
60,3.2,3.2,7.0,4,6
61,0.75,2.9976595744680847,2.7,1,1
62,4.1,7.064183673469388,4.0,4,4
63,0.95,2.1561538461538463,5.6,3,3
64,3.75,2.4908333333333332,20.0,3,3
65,0.7,2.1561538461538463,3.8,2,2
66,1.15,1.4416666666666667,5.0,3,3
67,0.3,2.4908333333333332,1.8,1,1
68,27.0,10.208433734939758,20.0,11,7
69,0.58,2.4908333333333332,3.8,2,2
70,4.8,2.1561538461538463,20.0,9,7
71,5.5,4.157913669064748,10.0,4,6
72,5.65,10.208433734939758,5.0,4,4
73,5.45,11.531578947368422,6.6,4,4
74,3.0,3.5072727272727273,5.0,4,4
75,5.35,4.157913669064748,10.0,5,6
76,4.65,4.157913669064748,10.0,5,6
77,7.5,3.583207547169811,20.0,6,7
78,16.5,11.531578947368422,14.0,7,6
79,7.5,9.743124363636364,10.0,5,5
80,12.25,9.743124363636364,20.0,6,7
81,8.0,7.064183673469388,10.0,6,7
82,7.9,7.064183673469388,10.0,6,7
83,8.85,7.064183673469388,10.0,6,7
84,2.5,2.511978787878788,5.0,4,6
85,8.9,7.064183673469388,10.0,6,7
86,1.75,1.4416666666666667,7.0,3,3
87,1.3,1.3,7.0,3,3
88,7.1,7.064183673469388,8.0,6,7
89,2.15,3.5698529411764706,5.0,4,5
90,8.9,3.5698529411764706,14.0,6,6
91,2.85,4.080263157894737,8.0,5,6
92,5.0,2.584,20.0,6,6
93,12.45,9.743124363636364,20.0,6,6
94,5.5,4.242857142857143,8.0,6,5
95,1.15,2.511978787878788,5.1,2,2
96,28.0,36.195757575757575,24.0,5,6
97,9.75,36.195757575757575,9.0,2,3
98,35.0,52.91935483870968,26.0,6,6
99,15.5,15.18939393939394,17.8,4,4
100,90.0,84.7,42.0,6,7
101,3.5,7.064183673469388,4.0,4,4
102,2.82,2.82,4.4,2,2
103,10.75,9.743124363636364,20.0,5,6
104,17.5,18.38326530612245,20.0,6,7
105,13.25,36.195757575757575,11.7,3,4
106,8.1,36.195757575757575,9.0,2,3
107,0.8,9.743124363636364,3.6,2,2
108,1.3,9.743124363636364,6.2,3,3
109,6.5,3.5698529411764706,20.0,6,6
110,81.0,52.91935483870968,72.0,4,6
111,45.0,36.195757575757575,17.8,6,5
112,33.0,55.45526315789474,32.0,4,5
113,4.2,3.216666666666667,10.0,6,6
114,2.65,3.216666666666667,5.0,4,5
115,7.5,9.458333333333334,8.9,2,3
116,16.5,14.354166666666666,14.0,6,6
117,24.0,14.354166666666666,24.0,8,6
118,11.5,9.743124363636364,20.0,5,6
119,14.75,9.743124363636364,20.0,6,7
120,4.1,7.064183673469388,4.0,4,4
121,5.6,7.064183673469388,7.0,4,4
122,3.2,3.583207547169811,7.0,5,5
123,11.9,14.354166666666666,13.2,7,7
124,1.47,1.18,8.0,3,3
125,10.5,9.743124363636364,20.0,6,6
126,3.1,4.157913669064748,5.6,3,3
127,3.5,9.743124363636364,11.0,4,3
128,3.3,4.157913669064748,8.0,5,6
129,3.25,4.157913669064748,8.0,6,6
130,4.35,2.9976595744680847,10.0,5,7
131,2.8,4.195,5.0,4,4
132,2.85,4.080263157894737,7.0,5,6
133,3.5,3.286363636363636,7.0,5,5
134,3.7,3.286363636363636,10.0,5,6
135,1.5,9.743124363636364,6.0,3,3
136,3.5,7.064183673469388,4.0,4,4
137,2.6,4.157913669064748,5.0,3,3
138,2.35,4.157913669064748,5.0,3,3
139,2.8,2.511978787878788,5.0,4,6
140,7.5,2.9976595744680847,20.0,6,7
141,5.75,10.208433734939758,5.0,4,4
142,11.9,9.743124363636364,20.0,5,6
143,4.8,4.157913669064748,10.0,5,6
144,14.5,9.743124363636364,20.0,5,5
145,4.09,3.5072727272727273,7.0,5,5
146,8.0,6.419117647058823,10.0,6,6
147,1.0,3.5698529411764706,4.7,2,2
148,6.0,8.066666666666666,7.0,5,5
149,11.9,9.743124363636364,20.0,6,7
150,13.9,9.743124363636364,20.0,6,7
151,10.5,9.743124363636364,20.0,6,6
152,10.5,3.5749999999999997,34.0,5,7
153,5.75,4.642857142857143,5.0,5,6
154,8.25,6.596428571428572,20.0,6,6
155,3.2,9.743124363636364,9.8,3,4
156,6.75,7.064183673469388,7.0,5,5
157,8.5,7.064183673469388,10.0,6,6
158,3.3,3.583207547169811,7.0,6,6
159,7.25,4.080263157894737,20.0,8,6
160,7.25,4.080263157894737,20.0,6,6
161,7.25,4.080263157894737,20.0,6,6
162,2.35,15.967727272727274,7.3,3,3
163,7.25,3.583207547169811,12.0,6,6
164,7.5,9.743124363636364,10.0,5,5
165,12.0,10.208433734939758,10.0,6,7
166,2.5,2.866153846153846,5.0,5,5
167,5.75,10.208433734939758,5.0,5,6
168,35.0,15.967727272727274,100.0,9,7
169,26.5,10.208433734939758,20.0,7,7
170,1.3,1.3,5.0,3,4
171,9.95,9.743124363636364,20.0,7,6
172,0.65,4.080263157894737,3.6,3,2
173,4.15,10.208433734939758,4.0,4,4
174,9.75,10.208433734939758,7.0,5,5
175,3.6,8.486666666666666,4.0,5,5
176,7.5,9.743124363636364,10.0,5,5
177,3.3,3.5698529411764706,8.0,4,5
178,7.5,3.5698529411764706,20.0,7,6
179,4.25,9.743124363636364,11.8,3,4
180,2.9,4.080263157894737,8.0,6,6
181,3.6,3.286363636363636,7.0,5,6
182,5.3,2.9976595744680847,10.0,5,6
183,0.75,2.9976595744680847,2.2,1,1
184,1.29,2.9976595744680847,5.5,2,2
185,4.45,2.9976595744680847,10.0,5,6
186,4.49,2.9976595744680847,10.0,4,4
187,4.8,2.9976595744680847,10.0,5,5
188,5.2,10.208433734939758,4.4,3,4
189,9.75,10.208433734939758,8.0,7,7
190,3.75,4.195,5.0,6,7
191,12.4,9.743124363636364,20.0,5,6
192,2.6,4.080263157894737,9.3,2,3
193,4.7,8.486666666666666,4.0,4,5
194,13.0,10.208433734939758,10.0,5,6
195,8.5,6.596428571428572,20.0,6,6
196,23.5,55.45526315789474,22.0,5,5
197,45.0,55.45526315789474,42.0,6,6
198,3.3,3.5749999999999997,12.0,4,6
199,3.0,2.866153846153846,5.0,5,5
200,1.2,3.5749999999999997,5.0,2,3
201,2.5,2.4908333333333332,7.1,4,4
202,4.75,9.743124363636364,20.0,3,4
203,1.85,2.511978787878788,5.0,3,4
204,5.25,7.064183673469388,8.0,5,5
205,12.5,9.743124363636364,20.0,5,6
206,11.25,9.743124363636364,20.0,6,7
207,10.85,9.743124363636364,20.0,5,7
208,2.7,9.743124363636364,11.0,3,3
209,6.85,4.642857142857143,8.0,6,6
210,6.2,10.833333333333334,10.0,4,5
211,4.25,4.157913669064748,9.0,5,6
212,1.15,4.157913669064748,4.9,1,2
213,0.99,4.157913669064748,6.4,2,3
214,0.95,2.511978787878788,3.6,2,2
215,9.5,6.419117647058823,10.0,5,5
216,5.5,3.583207547169811,14.0,6,6
217,3.85,4.157913669064748,8.0,5,6
218,5.1,4.157913669064748,10.0,5,6
219,5.1,4.157913669064748,10.0,5,6
220,6.25,4.157913669064748,10.0,5,6
221,5.3,4.157913669064748,10.0,5,6
222,2.15,2.15,10.7,3,3
223,1.3,1.3,4.0,2,3
224,4.0,9.743124363636364,12.9,4,5
225,0.6,9.743124363636364,2.7,1,1
226,3.5,3.5698529411764706,8.0,4,5
227,15.75,18.38326530612245,20.0,8,6
228,14.5,18.38326530612245,20.0,6,6
229,45.0,84.7,40.0,6,7
230,65.0,10.833333333333334,160.0,7,6
231,0.9918,2.511978787878788,3.2,1,1
232,9.5,6.986666666666667,9.3,2,2
233,0.64,9.743124363636364,2.7,1,1
234,9.75,10.208433734939758,7.0,4,5
235,4.4,10.208433734939758,4.0,4,5
236,2.5,4.157913669064748,5.0,3,4
237,3.1,3.5749999999999997,20.0,4,5
238,3.9,4.242857142857143,6.0,5,6
239,3.15,4.242857142857143,4.0,5,5
240,4.5,4.157913669064748,10.0,4,5
241,0.55,3.286363636363636,2.7,2,2
242,5.25,4.157913669064748,10.0,5,6
243,6.5,4.157913669064748,10.0,5,6
244,1.25,3.5749999999999997,5.0,2,3
245,5.1,4.157913669064748,10.0,5,6
246,1.2,0.975,4.0,6,6
247,3.25,4.157913669064748,8.0,4,5
248,1.37,4.157913669064748,7.6,3,3
249,2.6,4.157913669064748,5.0,3,4
250,2.8,4.157913669064748,5.0,3,4
251,4.0,4.157913669064748,9.0,5,6
252,9.4,7.064183673469388,10.0,6,7
253,5.1,9.743124363636364,12.0,5,6
254,1.15,4.157913669064748,4.9,1,2
255,3.35,3.5749999999999997,8.0,5,5
256,4.15,9.743124363636364,14.2,4,5
257,11.9,9.743124363636364,20.0,6,6
258,3.7,2.511978787878788,8.0,4,6
259,2.8,2.511978787878788,5.0,5,4
260,0.47,0.47,2.0,2,2
261,70.0,36.195757575757575,80.0,7,7
262,0.5,61.9,2.4,1,1
263,1.6,4.157913669064748,4.8,1,1
264,8.25,6.596428571428572,20.0,8,7
265,1.2,2.5246153846153847,5.1,2,2
266,1.2,2.9976595744680847,5.6,2,2
267,7.0,2.9976595744680847,20.0,8,7
268,6.5,2.9976595744680847,20.0,7,7
269,4.35,2.9976595744680847,10.0,6,7
270,4.4,2.9976595744680847,10.0,6,7
271,5.5,6.45,10.0,5,5
272,2.5,4.157913669064748,5.0,3,4
273,2.95,2.5246153846153847,8.0,7,6
274,4.25,9.743124363636364,11.6,3,4
275,0.7,2.511978787878788,2.4,2,2
276,5.25,9.743124363636364,10.0,5,6
277,4.0,3.543,8.0,6,6
278,0.695,1.18,5.0,2,2
279,2.2,2.511978787878788,5.0,5,5
280,2.5,3.5698529411764706,5.0,3,4
281,4.15,15.18939393939394,14.4,3,3
282,10.0,4.157913669064748,20.0,7,6
283,1.5,4.157913669064748,5.6,2,3
284,1.38,4.642857142857143,3.1,2,2
285,6.75,10.208433734939758,4.0,3,3
286,4.15,2.9976595744680847,10.0,5,7
287,4.5,2.9976595744680847,20.0,7,7
288,1.75,1.75,5.0,5,6
289,1.75,1.75,5.0,4,6
290,4.5,4.642857142857143,5.0,3,3
291,5.0,4.157913669064748,11.0,5,5
292,9.95,9.743124363636364,20.0,6,6
293,3.1,4.157913669064748,5.0,3,4
294,1.05,4.157913669064748,4.9,1,2
295,6.4,3.5749999999999997,30.0,4,5
296,4.0,3.5749999999999997,10.0,5,5
297,6.5,3.5749999999999997,18.0,4,5
298,3.45,7.064183673469388,4.4,4,5
299,15.5,7.064183673469388,20.0,7,6
300,80.0,84.7,50.0,3,3
301,6.5,9.743124363636364,10.0,5,6
302,3.95,3.286363636363636,7.0,4,5
303,2.6,3.5698529411764706,5.0,3,4
304,9.5,9.743124363636364,20.0,6,6
305,3.5,4.441666666666666,10.0,5,6
306,0.65,2.866153846153846,2.0,1,1
307,7.25,36.195757575757575,6.7,1,2
308,3.25,4.441666666666666,12.0,3,4
309,22.75,55.45526315789474,22.0,5,5
310,13.5,9.743124363636364,20.0,5,5
311,13.5,9.743124363636364,20.0,5,5
312,14.75,9.743124363636364,20.0,5,5
313,14.75,9.743124363636364,20.0,5,5
314,14.75,9.743124363636364,20.0,5,5
315,14.5,9.743124363636364,20.0,5,5
316,14.5,9.743124363636364,20.0,5,6
317,4.3,4.157913669064748,10.0,5,6
318,8.75,4.642857142857143,8.0,5,6
319,7.8,3.5698529411764706,14.0,10,6
320,0.65,0.65,2.0,1,1
321,3.95,2.511978787878788,8.0,6,6
322,8.9,6.419117647058823,10.0,6,6
323,7.25,2.4908333333333332,20.0,5,7
324,6.45,3.5749999999999997,24.0,6,7
325,2.3,2.511978787878788,5.0,5,6
326,3.2,2.4908333333333332,6.0,5,7
327,11.9,9.743124363636364,20.0,5,6
328,4.5,15.18939393939394,10.7,3,3
329,4.3,4.080263157894737,10.0,6,6
330,4.85,4.157913669064748,10.0,5,6
331,3.75,7.064183673469388,4.4,4,6
332,5.25,3.5698529411764706,0.0,6,6
333,7.85,9.743124363636364,10.0,5,6
334,10.5,9.743124363636364,20.0,6,6
335,11.75,9.743124363636364,20.0,6,6
336,8.0,9.743124363636364,10.0,5,7
337,12.5,9.743124363636364,20.0,5,6
338,11.9,9.743124363636364,20.0,5,6
339,10.5,9.743124363636364,20.0,6,6
340,3.6,4.157913669064748,8.0,5,6
341,45.0,52.91935483870968,40.0,6,6
342,37.0,18.38326530612245,44.0,8,6
343,1.9,3.5698529411764706,5.0,3,3
344,14.0,6.419117647058823,20.0,8,6
345,3.8,3.5749999999999997,11.0,2,3
346,18.0,10.208433734939758,20.0,6,7
347,8.3,18.38326530612245,8.7,3,3
348,6.2,9.743124363636364,12.0,5,6
349,8.4,18.38326530612245,8.7,3,3
350,3.3,4.642857142857143,6.4,2,2
351,10.75,11.531578947368422,14.0,5,5
352,4.15,4.157913669064748,10.0,6,6
353,13.9,9.743124363636364,20.0,5,5
354,11.9,9.743124363636364,20.0,6,7
355,12.0,9.743124363636364,20.0,6,7
356,12.0,9.743124363636364,20.0,6,7
357,14.0,9.743124363636364,20.0,5,6
358,11.5,9.743124363636364,20.0,6,7
359,11.5,9.743124363636364,20.0,6,7
360,13.5,9.743124363636364,20.0,5,6
361,26.0,52.91935483870968,26.0,5,5
362,48.0,52.91935483870968,26.0,6,6
363,120.0,55.45526315789474,80.0,5,6
364,3.75,2.5811111111111114,8.0,5,7
365,2.46,2.6766666666666667,3.0,1,1
366,12.5,9.743124363636364,20.0,5,6
367,12.5,9.743124363636364,20.0,5,6
368,3.0,4.157913669064748,5.0,3,4
369,2.5,4.157913669064748,5.0,3,4
370,3.05,3.543,6.0,4,5
371,2.35,4.157913669064748,5.0,3,4
372,3.89,2.6766666666666667,5.8,2,2
373,2.45,4.157913669064748,5.0,3,5
374,3.19,2.866153846153846,11.0,4,5
375,3.43,3.583207547169811,7.8,2,3
376,3.5,3.5698529411764706,8.0,4,6
377,13.5,9.743124363636364,20.0,5,6
378,12.5,9.743124363636364,20.0,6,6
379,14.5,9.743124363636364,20.0,8,6
380,9.95,4.157913669064748,20.0,5,6
381,9.0,4.157913669064748,20.0,5,6
382,12.0,4.157913669064748,20.0,5,6
383,65.0,36.195757575757575,80.0,8,6
384,22.5,36.195757575757575,20.0,5,5
385,26.0,36.195757575757575,26.0,6,6
386,18.0,18.38326530612245,20.0,5,5
387,3.05,2.5246153846153847,8.0,6,6
388,0.65,4.157913669064748,2.9,1,1
389,3.9,4.157913669064748,10.0,5,6
390,16.5,9.743124363636364,30.0,6,6
391,3.3,4.080263157894737,7.0,5,5
392,32.0,52.91935483870968,22.0,8,7
393,4.15,10.208433734939758,4.0,3,3
394,0.65,6.419117647058823,3.3,1,1
395,9.0,9.743124363636364,20.0,6,6
396,1.45,1.625,5.0,4,4
397,3.5,3.583207547169811,7.0,5,6
398,5.25,9.743124363636364,10.0,5,7
399,10.0,9.743124363636364,20.0,5,6
400,13.0,9.743124363636364,20.0,6,6
401,25.0,9.743124363636364,30.0,7,6
402,3.2,4.157913669064748,8.0,5,6
403,3.65,4.157913669064748,8.0,5,6
404,40.0,4.157913669064748,40.0,6,6
405,4.1,4.157913669064748,10.0,5,6
406,30.0,18.38326530612245,40.0,7,6
407,2.65,2.5766666666666667,8.0,6,6
408,0.8088,2.511978787878788,2.9,2,2
409,5.35,4.157913669064748,10.0,5,5
410,5.0,3.5749999999999997,26.0,4,5
411,4.0,3.5749999999999997,10.0,5,5
412,3.65,3.5749999999999997,7.0,4,6
413,5.8,4.642857142857143,8.0,2,3
414,4.55,3.543,9.3,8,7
415,4.8,10.208433734939758,4.0,3,3
416,8.75,10.208433734939758,8.0,5,5
417,5.2,4.157913669064748,10.0,5,6
418,5.35,4.157913669064748,10.0,5,6
419,5.7,4.157913669064748,10.0,5,6
420,13.0,8.066666666666666,14.9,9,6
421,2.5,3.583207547169811,8.0,3,3
422,95.0,52.91935483870968,80.0,11,7
423,13.95,9.743124363636364,20.0,5,6
424,13.95,9.743124363636364,20.0,5,6
425,12.0,9.743124363636364,20.0,6,7
426,1.7,15.967727272727274,6.2,2,3
427,1.73,9.743124363636364,5.4,2,2
428,1.4,15.967727272727274,4.0,2,3
429,2.7,3.5698529411764706,8.0,6,6
430,4.65,9.743124363636364,6.0,4,5
431,11.65,9.743124363636364,20.0,6,6
432,1.2,0.6545454545454545,6.4,3,3
433,12.8,9.743124363636364,20.0,6,5
434,3.6,3.543,8.0,6,7
435,6.1,4.080263157894737,20.0,10,6
436,5.1,7.064183673469388,7.0,4,4
437,10.25,10.208433734939758,8.0,6,7
438,2.6,2.5811111111111114,5.0,4,4
439,4.1,10.208433734939758,4.0,3,3
440,3.02,2.511978787878788,8.4,2,2
441,35.0,18.38326530612245,32.0,6,7
442,48.0,52.91935483870968,26.0,6,7
443,3.45,3.583207547169811,7.0,5,6
444,1.25,9.743124363636364,3.2,2,2
445,2.65,4.080263157894737,5.0,5,5
446,3.55,4.157913669064748,8.0,5,6
447,3.6,4.157913669064748,8.0,5,6
448,0.62,0.62,3.0,2,2
449,2.3,4.157913669064748,5.0,3,5
450,3.25,4.157913669064748,8.0,5,6
451,3.3,4.157913669064748,8.0,5,6
452,3.2,4.157913669064748,8.0,5,6
453,3.6,4.157913669064748,8.0,5,6
454,5.65,10.208433734939758,5.0,3,4
455,13.5,9.743124363636364,20.0,5,6
456,12.75,9.743124363636364,20.0,5,6
457,3.7,4.157913669064748,8.0,5,5
458,4.35,4.157913669064748,10.0,5,5
459,70.0,36.195757575757575,80.0,5,6
460,8.75,6.596428571428572,20.0,6,6
461,3.3,2.5246153846153847,7.0,6,6
462,4.0,3.5072727272727273,7.0,5,7
463,4.0,2.9976595744680847,10.0,6,6
464,9.5,10.208433734939758,8.0,5,5
465,12.2,9.743124363636364,20.0,5,6
466,17.0,6.419117647058823,20.0,7,7
467,1.8,15.967727272727274,6.0,2,2
468,110.0,61.9,800.0,4,5
469,85.0,84.7,42.0,10,7
470,3.25,4.080263157894737,12.0,3,4
471,3.9,4.157913669064748,8.0,5,6
472,0.6,2.308888888888889,2.7,2,2
473,5.15,4.157913669064748,10.0,5,6
474,5.6,4.157913669064748,10.0,5,6
475,4.5,4.157913669064748,8.0,4,5
476,2.38,4.157913669064748,5.0,3,4
477,2.42,4.157913669064748,5.0,3,3
478,3.5,4.157913669064748,8.0,5,6
479,2.35,4.157913669064748,5.0,3,5
480,11.95,9.743124363636364,20.0,5,6
481,2.15,3.5749999999999997,7.0,5,6
482,3.1,4.157913669064748,5.0,3,4
483,7.2,6.986666666666667,6.5,2,2
484,0.45,1.9485714285714286,2.0,2,2
485,6.7,9.743124363636364,10.0,5,5
486,4.2,3.5072727272727273,7.0,5,7
487,0.61,2.4908333333333332,4.8,2,2
488,2.35,2.4908333333333332,7.0,4,6
489,11.49,9.743124363636364,20.0,5,7
490,11.0,4.157913669064748,20.0,6,7
491,0.72,1.18,5.0,2,2
492,1.35,1.18,8.0,3,3
493,3.7,4.157913669064748,8.0,5,6
494,3.45,4.157913669064748,8.0,5,6
495,3.95,4.157913669064748,8.0,5,6
496,3.4,4.157913669064748,8.0,5,6
497,8.75,7.064183673469388,10.9,7,7
498,0.58,2.308888888888889,3.0,2,2
499,0.9,1.25,5.0,4,4
500,1.6,1.25,10.0,8,6
501,13.25,9.458333333333334,11.8,3,4
502,5.4,6.986666666666667,7.3,3,3
503,2.6,4.157913669064748,5.0,3,4
504,12.7,9.743124363636364,20.0,5,6
505,12.5,9.743124363636364,20.0,5,6
506,4.1,2.4908333333333332,10.0,5,6
507,1.25,1.9485714285714286,8.5,2,2
508,5.95,7.064183673469388,7.0,5,6
509,11.0,7.064183673469388,14.0,6,6
510,1.65,2.308888888888889,4.8,2,2
511,12.7,9.743124363636364,20.0,5,7
512,13.5,9.743124363636364,20.0,5,6
513,37.0,52.91935483870968,26.0,4,5
514,7.0,4.080263157894737,20.0,7,6
515,38.0,52.91935483870968,26.0,5,6
516,2.12,4.642857142857143,3.1,2,2
517,3.1,2.308888888888889,16.7,4,4
518,2.8,3.5698529411764706,5.0,5,5
519,1.33,1.18,8.0,3,4
520,1.45,1.18,8.0,3,3
521,12.0,14.354166666666666,14.2,6,6
522,3.23,3.583207547169811,7.2,2,2
523,10.9,9.743124363636364,20.0,5,5
524,6.3,4.157913669064748,12.0,5,6
